Order ID,Customer ID,Item,Price,Quantity,Order Total,Order Date,Item_Encoded,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
ORD_117414,CUST_055,Grilled Vegetables,5,4,20,9/5/2023,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_918434,CUST_096,Vegetarian Platter,14,3,42,2/2/2022,24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_220701,CUST_040,Coca Cola,2.5,4,10,7/30/2023,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_647762,CUST_021,Pasta Alfredo,12,1,12,1/31/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_427480,CUST_052,Cheese Fries,5,1,5,2/28/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_225136,CUST_008,Cheese Fries,5,3,15,11/19/2022,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_791116,CUST_007,Chocolate Cake,6,4,24,5/3/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_418736,CUST_091,Beef Chili,7,5,35,4/20/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_438442,CUST_011,Grilled Vegetables,5,5,25,9/18/2023,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_193762,CUST_028,Pasta Alfredo,18,5,90,4/8/2022,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_300241,CUST_040,Chicken Melt,8,4,32,7/29/2023,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_130258,CUST_042,Brownie,6,2,12,10/16/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_893229,CUST_049,Pasta Alfredo,12,2,24,2/9/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_175452,CUST_053,Lemonade,3,3,9,8/17/2023,14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_280294,CUST_008,Fruit Salad,4,2,8,4/13/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_708630,CUST_081,Pasta Alfredo,12,1,12,7/21/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_479066,CUST_054,French Fries,4,4,16,12/3/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_120337,CUST_093,Grilled Chicken,15,4,60,9/16/2023,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_152465,CUST_071,Chicken Melt,8,1,8,2/11/2023,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_108842,CUST_031,Sweet Potato Fries,5,2,10,2/5/2023,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_473682,CUST_014,Coca Cola,2.5,2,5,1/16/2022,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_330617,CUST_088,Ice Cream,5,3,15,11/21/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_155188,CUST_084,Mashed Potatoes,4,4,16,10/8/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_640883,CUST_057,Cheesecake,7,1,7,3/1/2023,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_650189,CUST_013,Chocolate Cake,6,1,6,5/23/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_782727,CUST_066,Pasta Alfredo,4,4,16,8/11/2022,19,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_625401,CUST_100,Mashed Potatoes,4,4,16,8/3/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_418032,CUST_094,Grilled Chicken,15,3,45,12/20/2022,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_763806,CUST_078,Grilled Chicken,15,2,30,9/12/2022,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_578794,CUST_098,Grilled Vegetables,5,5,25,6/24/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_208139,CUST_004,Cheesecake,7,1,7,8/4/2023,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_864219,CUST_040,Mashed Potatoes,4,4,16,3/11/2022,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_828507,CUST_090,Iced Tea,2.5,5,12.5,9/28/2023,13,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_696101,CUST_035,Grilled Vegetables,5,2,10,8/12/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_136075,CUST_080,Chicken Melt,8,3,24,1/23/2023,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_882768,CUST_020,Sweet Potato Fries,5,2,10,7/8/2023,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_237978,CUST_007,Pasta Alfredo,12,3,36,12/7/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_728161,CUST_038,Sweet Potato Fries,5,4,20,8/1/2023,23,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_270218,CUST_037,Grilled Chicken,15,5,75,6/30/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_387616,CUST_085,Grilled Chicken,15,3,45,5/27/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_205058,CUST_043,Mashed Potatoes,4,5,20,4/7/2022,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_761221,CUST_034,Iced Tea,2.5,2,5,10/2/2022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_514854,CUST_060,Orange Juice,3,2,6,6/1/2023,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_727365,CUST_036,Garlic Bread,4,5,20,5/24/2023,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_837763,CUST_042,Mashed Potatoes,4,4,16,4/1/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_176616,CUST_051,Garlic Bread,4,2,8,1/19/2023,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_805646,CUST_001,French Fries,4,5,20,8/18/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_771998,CUST_070,Water,1,4,4,1/11/2022,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_343882,CUST_020,Side Salad,3,5,15,5/13/2022,21,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_367023,CUST_055,Pasta Alfredo,6.586324889,3.014148737,19.91449369,5/29/2022,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_444692,CUST_045,Side Salad,3,5,15,7/15/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_500318,CUST_024,Chicken Melt,8,5,40,6/7/2023,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_854529,CUST_096,Pasta Alfredo,6,2,12,7/8/2022,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_275854,CUST_033,Ice Cream,5,2,10,10/28/2022,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_323443,CUST_041,Chocolate Cake,6,3,18,9/15/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_877261,CUST_036,Coca Cola,2.5,1,2.5,3/30/2023,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_170375,CUST_021,Side Salad,3,2,6,4/13/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_167858,CUST_056,Pasta Alfredo,6.586324889,5,25,4/1/2022,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_177847,CUST_066,Mashed Potatoes,4,3,12,1/11/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_539782,CUST_060,Grilled Vegetables,5,1,5,3/28/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_106904,CUST_082,Ice Cream,5,1,5,11/13/2022,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_772436,CUST_031,Coca Cola,2.5,4,10,1/28/2023,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_218145,CUST_005,Mashed Potatoes,4,4,16,12/7/2022,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_440469,CUST_080,Pasta Alfredo,12,3,36,11/14/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_104960,CUST_040,Pasta Alfredo,12,1,12,7/27/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_104466,CUST_050,Orange Juice,3,1,3,5/25/2022,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_631686,CUST_099,Pasta Alfredo,12,2,24,10/2/2022,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_778015,CUST_089,Pasta Alfredo,12,1,12,8/15/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_301667,CUST_029,Brownie,6,3,18,9/1/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_871279,CUST_045,Pasta Alfredo,12,5,60,2/5/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_302668,CUST_026,Grilled Chicken,15,3,45,2/18/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_161991,CUST_048,Beef Chili,7,5,35,7/27/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_761978,CUST_056,Grilled Chicken,15,2,30,3/10/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_181882,CUST_062,Chocolate Cake,6,3,18,5/10/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_696255,CUST_055,Nachos Grande,10,1,10,7/29/2022,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_749532,CUST_063,Water,1,5,5,2/26/2023,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_378802,CUST_094,Garlic Bread,4,4,16,3/24/2023,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_537413,CUST_036,Beef Chili,7,2,14,8/22/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_820759,CUST_034,Orange Juice,3,3,9,3/9/2023,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_190938,CUST_038,Beef Chili,7,2,14,6/10/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_490302,CUST_097,Pasta Alfredo,12,3,36,10/29/2023,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_322835,CUST_012,Orange Juice,3,1,3,10/14/2022,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_361022,CUST_068,Coca Cola,2.5,5,12.5,11/26/2023,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_991912,CUST_019,Iced Tea,2.5,5,12.5,3/24/2022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_396448,CUST_074,Water,1,2,2,11/22/2023,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_515941,CUST_095,French Fries,4,5,20,1/21/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_289733,CUST_057,Pasta Alfredo,6.586324889,5,5,1/5/2022,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_684439,CUST_068,Cheese Fries,5,1,5,5/26/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_904504,CUST_093,Grilled Vegetables,5,4,20,9/29/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_560561,CUST_013,Onion Rings,5,1,5,5/30/2022,17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_165348,CUST_073,Ice Cream,5,4,20,9/1/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_110621,CUST_061,Iced Tea,2.5,2,5,2/13/2023,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_627458,CUST_058,Pasta Alfredo,6.586324889,3.014148737,19.91449369,8/24/2023,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_142238,CUST_082,Grilled Vegetables,5,4,20,12/31/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_356583,CUST_037,Ice Cream,5,2,10,12/9/2022,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_357330,CUST_023,Grilled Chicken,15,5,75,1/1/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_363522,CUST_070,Pasta Alfredo,6.586324889,1,8,5/7/2023,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_167242,CUST_050,Pasta Alfredo,6,3,18,11/10/2023,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_298049,CUST_013,Orange Juice,3,4,12,4/3/2023,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_439041,CUST_029,Steak,20,3,60,12/24/2022,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_714187,CUST_026,Chocolate Cake,6,3,18,11/22/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_719718,CUST_037,Brownie,6,2,12,4/19/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_333412,CUST_089,Pasta Alfredo,12,5,60,1/6/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_809926,CUST_034,Cheese Fries,5,3,15,4/13/2022,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_100517,CUST_074,Chicken Melt,8,5,40,5/23/2023,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_467157,CUST_099,Pasta Alfredo,6.586324889,3.014148737,19.91449369,11/30/2023,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_203174,CUST_094,Fruit Salad,4,3,12,8/9/2022,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_363633,CUST_076,Garlic Bread,4,5,20,4/22/2023,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_369689,CUST_058,Sweet Potato Fries,5,1,5,12/28/2022,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_150300,CUST_011,Fruit Salad,4,1,4,3/27/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_838505,CUST_029,Chocolate Cake,6,1,6,7/27/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_626227,CUST_038,Ice Cream,5,1,5,3/4/2022,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_410162,CUST_054,Cheese Fries,5,2,10,3/29/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_540613,CUST_042,Lemonade,3,5,15,6/18/2023,14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_715554,CUST_029,Side Salad,3,2,6,6/2/2022,21,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_868890,CUST_007,Pasta Alfredo,12,1,12,10/28/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_199989,CUST_068,Chicken Melt,8,5,40,10/27/2022,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_893713,CUST_089,Grilled Vegetables,5,5,25,9/22/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_780854,CUST_097,Side Salad,3,3,9,10/1/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_389349,CUST_028,French Fries,4,4,16,6/7/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_499199,CUST_079,Pasta Alfredo,6.586324889,5,25,2/12/2022,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_102108,CUST_049,Pasta Alfredo,2.5,3,7.5,8/15/2022,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_299419,CUST_061,Vegetarian Platter,14,5,70,4/24/2022,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_386546,CUST_093,Steak,20,3,60,4/10/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_932686,CUST_070,Lemonade,3,2,6,6/28/2022,14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_443479,CUST_099,Ice Cream,5,4,20,6/22/2022,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_232289,CUST_096,Brownie,6,4,24,11/14/2022,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_167843,CUST_034,Lemonade,3,5,15,12/25/2023,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_970834,CUST_008,Cheesecake,7,4,28,3/14/2023,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_731848,CUST_067,Coca Cola,2.5,2,5,11/11/2023,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_999772,CUST_017,Salmon,18,2,36,2/8/2023,20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_728803,CUST_075,Grilled Vegetables,5,5,25,8/6/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_412456,CUST_002,Grilled Chicken,15,4,60,12/11/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_118449,CUST_018,Beef Chili,7,5,35,7/13/2022,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_436035,CUST_028,Vegetarian Platter,14,5,70,12/8/2023,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_857634,CUST_051,Pasta Alfredo,4,5,20,6/13/2022,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_368238,CUST_086,Pasta Alfredo,1,3,3,10/15/2023,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_888237,CUST_053,Nachos Grande,10,5,50,2/7/2023,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_970805,CUST_051,Side Salad,3,3,9,2/26/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_869228,CUST_099,Water,1,3,3,12/5/2022,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_144043,CUST_004,Side Salad,3,4,12,7/22/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_572727,CUST_099,Onion Rings,5,1,5,6/11/2023,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_616642,CUST_043,Grilled Vegetables,5,1,5,7/16/2023,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_132964,CUST_077,Mashed Potatoes,4,2,8,12/7/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_764058,CUST_043,Grilled Chicken,15,3,45,5/21/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_387901,CUST_029,Ice Cream,5,5,25,6/16/2022,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_818249,CUST_027,Grilled Vegetables,5,5,25,4/16/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_732450,CUST_004,Side Salad,3,4,12,12/19/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_827783,CUST_081,Lemonade,3,2,6,6/25/2023,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_609102,CUST_074,Iced Tea,2.5,5,12.5,10/13/2022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_649423,CUST_093,French Fries,4,1,4,9/5/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_786734,CUST_050,Chocolate Cake,6,3,18,10/16/2022,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_955347,CUST_022,Cheese Fries,5,3,15,2/3/2023,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_921409,CUST_042,Garlic Bread,4,1,4,10/11/2023,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_791067,CUST_052,Fruit Salad,4,3,12,4/10/2023,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_433088,CUST_019,Ice Cream,5,5,25,7/8/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_816679,CUST_023,French Fries,4,5,20,8/3/2022,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_669233,CUST_013,Orange Juice,3,5,15,11/17/2022,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_573239,CUST_001,Water,1,2,2,9/10/2022,25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_771190,CUST_059,Pasta Alfredo,12,5,60,9/8/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_479445,CUST_083,Pasta Alfredo,4,3,12,11/27/2023,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_589811,CUST_002,Cheese Fries,5,5,25,5/3/2022,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_794099,CUST_045,Steak,20,3,60,9/26/2022,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_735135,CUST_033,Mashed Potatoes,4,1,4,5/28/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_711010,CUST_062,Pasta Alfredo,5,1,5,5/11/2022,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_729374,CUST_085,French Fries,4,4,16,4/7/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_999939,CUST_033,Mashed Potatoes,4,3,12,11/26/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_153415,CUST_063,Pasta Alfredo,12,3,36,4/12/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_224730,CUST_026,Chocolate Cake,6,5,30,12/14/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_930569,CUST_036,Cheese Fries,5,3,15,9/16/2022,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_321522,CUST_001,Mashed Potatoes,4,2,8,11/20/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_359077,CUST_010,Lemonade,3,2,6,5/27/2023,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_546027,CUST_092,Chocolate Cake,6,4,24,9/3/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_642702,CUST_082,Brownie,6,2,12,6/22/2023,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_217030,CUST_021,Chicken Melt,8,4,32,5/28/2023,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_206617,CUST_057,Sweet Potato Fries,5,3,15,12/6/2022,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_211904,CUST_093,Garlic Bread,4,3,12,4/29/2022,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_907068,CUST_090,Mashed Potatoes,4,2,8,3/18/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_566939,CUST_076,Fruit Salad,4,5,20,4/11/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_204681,CUST_038,Steak,20,3,60,7/4/2022,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_986358,CUST_017,Salmon,18,2,36,10/1/2022,20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
